Wavelength;Channel 1
1530.2399999999816;-47.97
1530.2599999999816;-47.34
1530.2799999999816;-46.36
1530.2999999999815;-45.19
1530.3199999999815;-43.92
1530.3399999999815;-42.83
1530.3599999999815;-41.79
1530.3799999999815;-40.85
1530.3999999999814;-40.03
1530.4199999999814;-39.32
1530.4399999999814;-38.68
1530.4599999999814;-38.17
1530.4799999999814;-37.68
1530.4999999999814;-37.13
1530.5199999999813;-36.55
1530.5399999999813;-36.18
1530.5599999999813;-35.87
1530.5799999999813;-35.59
1530.5999999999813;-35.31
1530.6199999999812;-35.06
1530.6399999999812;-34.87
1530.6599999999812;-34.71
1530.6799999999812;-34.55
1530.6999999999812;-34.43
1530.7199999999812;-34.25
1530.7399999999811;-34.11
1530.7599999999811;-34.05
1530.779999999981;-33.93
1530.799999999981;-33.82
1530.819999999981;-33.71
1530.839999999981;-33.61
1530.859999999981;-33.54
1530.879999999981;-33.51
1530.899999999981;-33.51
1530.919999999981;-33.5
1530.939999999981;-33.48
1530.959999999981;-33.47
1530.979999999981;-33.45
1530.999999999981;-33.41
1531.0199999999809;-33.43
1531.0399999999809;-33.47
1531.0599999999808;-33.52
1531.0799999999808;-33.52
1531.0999999999808;-33.55
1531.1199999999808;-33.62
1531.1399999999808;-33.69
1531.1599999999808;-33.78
1531.1799999999807;-33.89
1531.1999999999807;-33.99
1531.2199999999807;-34.07
1531.2399999999807;-34.16
1531.2599999999807;-34.32
1531.2799999999806;-34.49
1531.2999999999806;-34.65
1531.3199999999806;-34.78
1531.3399999999806;-34.92
1531.3599999999806;-35.09
1531.3799999999806;-35.25
1531.3999999999805;-35.46
1531.4199999999805;-35.77
1531.4399999999805;-36.01
1531.4599999999805;-36.3
1531.4799999999805;-36.72
1531.4999999999804;-37.19
1531.5199999999804;-37.66
1531.5399999999804;-38.1
1531.5599999999804;-38.54
1531.5799999999804;-39.1
1531.5999999999804;-40.0
1531.6199999999803;-40.76
1531.6399999999803;-41.53
1531.6599999999803;-42.51
1531.6799999999803;-43.34
1531.6999999999803;-44.33
1531.7199999999802;-45.9
1531.7399999999802;-46.67
1531.7599999999802;-47.47
1531.7799999999802;-49.06
1531.7999999999802;-48.38
1531.8199999999802;-47.35
1531.8399999999801;-47.4
1531.8599999999801;-46.14
1531.87999999998;-44.41
1531.89999999998;-43.21
1531.91999999998;-42.2
1531.93999999998;-41.27
1531.95999999998;-40.62
1531.97999999998;-39.81
1531.99999999998;-39.02
1532.01999999998;-38.56
1532.03999999998;-38.08
1532.05999999998;-37.63
1532.07999999998;-37.24
1532.09999999998;-36.79
1532.1199999999799;-36.4
1532.1399999999799;-36.17
1532.1599999999798;-35.92
1532.1799999999798;-35.69
1532.1999999999798;-35.52
1532.2199999999798;-35.42
1532.2399999999798;-35.29
1532.2599999999798;-35.11
1532.2799999999797;-34.98
1532.2999999999797;-34.88
1532.3199999999797;-34.81
1532.3399999999797;-34.71
1532.3599999999797;-34.62
1532.3799999999796;-34.55
1532.3999999999796;-34.41
1532.4199999999796;-34.33
1532.4399999999796;-34.31
1532.4599999999796;-34.33
1532.4799999999796;-34.34
1532.4999999999795;-34.33
1532.5199999999795;-34.25
1532.5399999999795;-34.26
1532.5599999999795;-34.29
1532.5799999999795;-34.32
1532.5999999999794;-34.37
1532.6199999999794;-34.41
1532.6399999999794;-34.42
1532.6599999999794;-34.46
1532.6799999999794;-34.52
1532.6999999999794;-34.58
1532.7199999999793;-34.69
1532.7399999999793;-34.78
1532.7599999999793;-34.83
1532.7799999999793;-34.94
1532.7999999999793;-35.06
1532.8199999999792;-35.19
1532.8399999999792;-35.38
1532.8599999999792;-35.53
1532.8799999999792;-35.67
1532.8999999999792;-35.86
1532.9199999999792;-36.04
1532.9399999999791;-36.24
1532.9599999999791;-36.59
1532.979999999979;-36.93
1532.999999999979;-37.28
1533.019999999979;-37.73
1533.039999999979;-38.18
1533.059999999979;-38.63
1533.079999999979;-39.11
1533.099999999979;-39.51
1533.119999999979;-39.94
1533.139999999979;-40.49
1533.159999999979;-41.19
1533.179999999979;-41.97
1533.199999999979;-42.86
1533.2199999999789;-43.62
1533.2399999999789;-44.53
1533.2599999999788;-45.61
1533.2799999999788;-45.71
1533.2999999999788;-45.82
1533.3199999999788;-45.9
1533.3399999999788;-45.81
1533.3599999999788;-45.25
1533.3799999999787;-44.3
1533.3999999999787;-43.83
1533.4199999999787;-43.23
1533.4399999999787;-42.6
1533.4599999999787;-41.77
1533.4799999999786;-41.2
1533.4999999999786;-40.73
1533.5199999999786;-40.15
1533.5399999999786;-39.61
1533.5599999999786;-39.11
1533.5799999999786;-38.75
1533.5999999999785;-38.39
1533.6199999999785;-38.07
1533.6399999999785;-37.81
1533.6599999999785;-37.5
1533.6799999999785;-37.21
1533.6999999999784;-36.96
1533.7199999999784;-36.76
1533.7399999999784;-36.57
1533.7599999999784;-36.38
1533.7799999999784;-36.2
1533.7999999999784;-36.06
1533.8199999999783;-35.95
1533.8399999999783;-35.89
1533.8599999999783;-35.82
1533.8799999999783;-35.75
1533.8999999999783;-35.65
1533.9199999999782;-35.57
1533.9399999999782;-35.51
1533.9599999999782;-35.47
1533.9799999999782;-35.41
1533.9999999999782;-35.38
1534.0199999999782;-35.4
1534.0399999999781;-35.37
1534.0599999999781;-35.39
1534.079999999978;-35.43
1534.099999999978;-35.46
1534.119999999978;-35.47
1534.139999999978;-35.48
1534.159999999978;-35.51
1534.179999999978;-35.59
1534.199999999978;-35.7
1534.219999999978;-35.81
1534.239999999978;-35.85
1534.259999999978;-35.91
1534.279999999978;-35.98
1534.299999999978;-36.06
1534.3199999999779;-36.16
1534.3399999999779;-36.29
1534.3599999999778;-36.44
1534.3799999999778;-36.75
1534.3999999999778;-37.08
1534.4199999999778;-37.39
1534.4399999999778;-37.57
1534.4599999999778;-37.85
1534.4799999999777;-38.25
1534.4999999999777;-38.54
1534.5199999999777;-38.82
1534.5399999999777;-39.11
1534.5599999999777;-39.48
1534.5799999999776;-39.92
1534.5999999999776;-40.36
1534.6199999999776;-40.73
1534.6399999999776;-41.06
1534.6599999999776;-41.34
1534.6799999999776;-41.57
1534.6999999999775;-41.87
1534.7199999999775;-42.02
1534.7399999999775;-42.11
1534.7599999999775;-42.43
1534.7799999999775;-42.35
1534.7999999999774;-42.23
1534.8199999999774;-42.34
1534.8399999999774;-41.98
1534.8599999999774;-41.63
1534.8799999999774;-41.53
1534.8999999999774;-41.0
1534.9199999999773;-40.52
1534.9399999999773;-40.22
1534.9599999999773;-39.72
1534.9799999999773;-39.36
1534.9999999999773;-39.07
1535.0199999999772;-38.83
1535.0399999999772;-38.67
1535.0599999999772;-38.49
1535.0799999999772;-38.18
1535.0999999999772;-38.03
1535.1199999999772;-37.83
1535.1399999999771;-37.45
1535.1599999999771;-37.32
1535.179999999977;-37.21
1535.199999999977;-37.07
1535.219999999977;-36.96
1535.239999999977;-36.86
1535.259999999977;-36.77
1535.279999999977;-36.66
1535.299999999977;-36.53
1535.319999999977;-36.41
1535.339999999977;-36.36
1535.359999999977;-36.27
1535.379999999977;-36.19
1535.399999999977;-36.21
1535.4199999999769;-36.19
1535.4399999999769;-36.17
1535.4599999999768;-36.21
1535.4799999999768;-36.23
1535.4999999999768;-36.25
1535.5199999999768;-36.29
1535.5399999999768;-36.33
1535.5599999999768;-36.41
1535.5799999999767;-36.53
1535.5999999999767;-36.58
1535.6199999999767;-36.66
1535.6399999999767;-36.78
1535.6599999999767;-36.92
1535.6799999999766;-37.07
1535.6999999999766;-37.21
1535.7199999999766;-37.38
1535.7399999999766;-37.58
1535.7599999999766;-37.79
1535.7799999999766;-37.99
1535.7999999999765;-38.21
1535.8199999999765;-38.45
1535.8399999999765;-38.67
1535.8599999999765;-38.85
1535.8799999999765;-39.07
1535.8999999999764;-39.4
1535.9199999999764;-39.77
1535.9399999999764;-40.16
1535.9599999999764;-40.43
1535.9799999999764;-40.91
1535.9999999999764;-41.22
1536.0199999999763;-41.28
1536.0399999999763;-41.62
1536.0599999999763;-41.83
1536.0799999999763;-41.86
1536.0999999999763;-41.88
1536.1199999999762;-41.66
1536.1399999999762;-41.32
1536.1599999999762;-41.27
1536.1799999999762;-41.2
1536.1999999999762;-41.04
1536.2199999999762;-40.69
1536.2399999999761;-40.38
1536.2599999999761;-40.03
1536.279999999976;-39.53
1536.299999999976;-39.29
1536.319999999976;-39.1
1536.339999999976;-38.8
1536.359999999976;-38.5
1536.379999999976;-38.21
1536.399999999976;-37.93
1536.419999999976;-37.58
1536.439999999976;-37.34
1536.459999999976;-37.22
1536.479999999976;-37.0
1536.499999999976;-36.73
1536.5199999999759;-36.43
1536.5399999999759;-36.24
1536.5599999999758;-36.09
1536.5799999999758;-35.98
1536.5999999999758;-35.86
1536.6199999999758;-35.77
1536.6399999999758;-35.67
1536.6599999999758;-35.6
1536.6799999999757;-35.59
1536.6999999999757;-35.57
1536.7199999999757;-35.53
1536.7399999999757;-35.51
1536.7599999999757;-35.49
1536.7799999999756;-35.45
1536.7999999999756;-35.46
1536.8199999999756;-35.51
1536.8399999999756;-35.49
1536.8599999999756;-35.5
1536.8799999999756;-35.54
1536.8999999999755;-35.58
1536.9199999999755;-35.65
1536.9399999999755;-35.77
1536.9599999999755;-35.82
1536.9799999999755;-35.87
1536.9999999999754;-35.98
1537.0199999999754;-36.11
1537.0399999999754;-36.25
1537.0599999999754;-36.38
1537.0799999999754;-36.59
1537.0999999999754;-36.83
1537.1199999999753;-37.0
1537.1399999999753;-37.23
1537.1599999999753;-37.49
1537.1799999999753;-37.81
1537.1999999999753;-38.12
1537.2199999999752;-38.38
1537.2399999999752;-38.71
1537.2599999999752;-39.09
1537.2799999999752;-39.55
1537.2999999999752;-40.15
1537.3199999999752;-40.75
1537.3399999999751;-41.27
1537.3599999999751;-41.87
1537.379999999975;-42.59
1537.399999999975;-43.54
1537.419999999975;-44.54
1537.439999999975;-45.51
1537.459999999975;-46.2
1537.479999999975;-46.78
1537.499999999975;-46.97
1537.519999999975;-45.9
1537.539999999975;-45.03
1537.559999999975;-44.49
1537.579999999975;-44.18
1537.599999999975;-43.53
1537.6199999999749;-42.52
1537.6399999999749;-41.78
1537.6599999999748;-41.09
1537.6799999999748;-40.51
1537.6999999999748;-39.92
1537.7199999999748;-39.35
1537.7399999999748;-38.86
1537.7599999999748;-38.44
1537.7799999999747;-38.05
1537.7999999999747;-37.7
1537.8199999999747;-37.31
1537.8399999999747;-36.81
1537.8599999999747;-36.52
1537.8799999999746;-36.24
1537.8999999999746;-35.94
1537.9199999999746;-35.71
1537.9399999999746;-35.49
1537.9599999999746;-35.26
1537.9799999999746;-35.11
1537.9999999999745;-34.97
1538.0199999999745;-34.74
1538.0399999999745;-34.58
1538.0599999999745;-34.47
1538.0799999999745;-34.35
1538.0999999999744;-34.25
1538.1199999999744;-34.16
1538.1399999999744;-34.15
1538.1599999999744;-34.11
1538.1799999999744;-34.04
1538.1999999999744;-34.01
1538.2199999999743;-33.99
1538.2399999999743;-34.0
1538.2599999999743;-33.99
1538.2799999999743;-34.0
1538.2999999999743;-34.06
1538.3199999999742;-34.09
1538.3399999999742;-34.13
1538.3599999999742;-34.19
1538.3799999999742;-34.26
1538.3999999999742;-34.38
1538.4199999999742;-34.48
1538.4399999999741;-34.58
1538.4599999999741;-34.65
1538.479999999974;-34.76
1538.499999999974;-34.92
1538.519999999974;-35.05
1538.539999999974;-35.15
1538.559999999974;-35.27
1538.579999999974;-35.41
1538.599999999974;-35.59
1538.619999999974;-35.78
1538.639999999974;-35.96
1538.659999999974;-36.19
1538.679999999974;-36.49
1538.699999999974;-36.87
1538.7199999999739;-37.37
1538.7399999999739;-37.89
1538.7599999999738;-38.36
1538.7799999999738;-38.87
1538.7999999999738;-39.43
1538.8199999999738;-40.32
1538.8399999999738;-41.21
1538.8599999999738;-41.95
1538.8799999999737;-43.09
1538.8999999999737;-44.52
1538.9199999999737;-45.58
1538.9399999999737;-46.91
1538.9599999999737;-48.76
1538.9799999999736;-49.27
1538.9999999999736;-49.6
1539.0199999999736;-48.81
1539.0399999999736;-47.3
1539.0599999999736;-45.47
1539.0799999999736;-44.45
1539.0999999999735;-43.53
1539.1199999999735;-42.42
1539.1399999999735;-41.42
1539.1599999999735;-40.64
1539.1799999999735;-39.8
1539.1999999999734;-39.03
1539.2199999999734;-38.49
1539.2399999999734;-37.99
1539.2599999999734;-37.5
1539.2799999999734;-36.97
1539.2999999999734;-36.49
1539.3199999999733;-36.15
1539.3399999999733;-35.85
1539.3599999999733;-35.58
1539.3799999999733;-35.31
1539.3999999999733;-35.05
1539.4199999999732;-34.83
1539.4399999999732;-34.62
1539.4599999999732;-34.4
1539.4799999999732;-34.16
1539.4999999999732;-33.97
1539.5199999999732;-33.8
1539.5399999999731;-33.65
1539.5599999999731;-33.53
1539.579999999973;-33.43
1539.599999999973;-33.34
1539.619999999973;-33.28
1539.639999999973;-33.24
1539.659999999973;-33.2
1539.679999999973;-33.18
1539.699999999973;-33.16
1539.719999999973;-33.16
1539.739999999973;-33.17
1539.759999999973;-33.16
1539.779999999973;-33.15
1539.799999999973;-33.17
1539.8199999999729;-33.22
1539.8399999999729;-33.26
1539.8599999999728;-33.3
1539.8799999999728;-33.35
1539.8999999999728;-33.39
1539.9199999999728;-33.44
1539.9399999999728;-33.53
1539.9599999999728;-33.62
1539.9799999999727;-33.72
1539.9999999999727;-33.85
1540.0199999999727;-33.99
1540.0399999999727;-34.11
1540.0599999999727;-34.23
1540.0799999999726;-34.4
1540.0999999999726;-34.56
1540.1199999999726;-34.71
1540.1399999999726;-34.9
1540.1599999999726;-35.11
1540.1799999999726;-35.35
1540.1999999999725;-35.59
1540.2199999999725;-35.84
1540.2399999999725;-36.13
1540.2599999999725;-36.45
1540.2799999999725;-36.9
1540.2999999999724;-37.4
1540.3199999999724;-37.96
1540.3399999999724;-38.53
1540.3599999999724;-39.15
1540.3799999999724;-39.99
1540.3999999999724;-40.86
1540.4199999999723;-41.8
1540.4399999999723;-43.23
1540.4599999999723;-45.24
1540.4799999999723;-45.56
1540.4999999999723;-45.38
1540.5199999999722;-45.95
1540.5399999999722;-46.17
1540.5599999999722;-45.95
1540.5799999999722;-45.13
1540.5999999999722;-44.11
1540.6199999999722;-43.23
1540.6399999999721;-42.3
1540.6599999999721;-41.35
1540.679999999972;-40.61
1540.699999999972;-39.89
1540.719999999972;-39.12
1540.739999999972;-38.45
1540.759999999972;-37.98
1540.779999999972;-37.49
1540.799999999972;-36.96
1540.819999999972;-36.46
1540.839999999972;-36.02
1540.859999999972;-35.73
1540.879999999972;-35.45
1540.899999999972;-35.16
1540.9199999999719;-34.93
1540.9399999999719;-34.71
1540.9599999999718;-34.5
1540.9799999999718;-34.3
1540.9999999999718;-34.09
1541.0199999999718;-33.94
1541.0399999999718;-33.81
1541.0599999999718;-33.66
1541.0799999999717;-33.53
1541.0999999999717;-33.43
1541.1199999999717;-33.34
1541.1399999999717;-33.25
1541.1599999999717;-33.2
1541.1799999999716;-33.17
1541.1999999999716;-33.13
1541.2199999999716;-33.11
1541.2399999999716;-33.11
1541.2599999999716;-33.1
1541.2799999999716;-33.1
1541.2999999999715;-33.14
1541.3199999999715;-33.17
1541.3399999999715;-33.18
1541.3599999999715;-33.2
1541.3799999999715;-33.22
1541.3999999999714;-33.21
1541.4199999999714;-33.22
1541.4399999999714;-33.26
1541.4599999999714;-33.33
1541.4799999999714;-33.41
1541.4999999999714;-33.51
1541.5199999999713;-33.6
1541.5399999999713;-33.7
1541.5599999999713;-33.8
1541.5799999999713;-33.93
1541.5999999999713;-34.07
1541.6199999999712;-34.2
1541.6399999999712;-34.38
1541.6599999999712;-34.54
1541.6799999999712;-34.68
1541.6999999999712;-34.89
1541.7199999999712;-35.14
1541.7399999999711;-35.37
1541.7599999999711;-35.63
1541.779999999971;-35.95
1541.799999999971;-36.27
1541.819999999971;-36.6
1541.839999999971;-37.06
1541.859999999971;-37.56
1541.879999999971;-38.19
1541.899999999971;-38.8
1541.919999999971;-39.37
1541.939999999971;-40.09
1541.959999999971;-40.86
1541.979999999971;-41.98
1541.999999999971;-43.05
1542.0199999999709;-43.99
1542.0399999999709;-45.35
1542.0599999999708;-47.06
1542.0799999999708;-47.62
1542.0999999999708;-47.87
1542.1199999999708;-47.47
1542.1399999999708;-46.64
1542.1599999999708;-45.21
1542.1799999999707;-43.96
1542.1999999999707;-42.91
1542.2199999999707;-41.91
1542.2399999999707;-40.99
1542.2599999999707;-40.21
1542.2799999999706;-39.44
1542.2999999999706;-38.75
1542.3199999999706;-38.23
1542.3399999999706;-37.71
1542.3599999999706;-37.23
1542.3799999999706;-36.78
1542.3999999999705;-36.37
1542.4199999999705;-36.04
1542.4399999999705;-35.74
1542.4599999999705;-35.49
1542.4799999999705;-35.23
1542.4999999999704;-34.96
1542.5199999999704;-34.73
1542.5399999999704;-34.52
1542.5599999999704;-34.39
1542.5799999999704;-34.28
1542.5999999999704;-34.17
1542.6199999999703;-34.04
1542.6399999999703;-33.9
1542.6599999999703;-33.82
1542.6799999999703;-33.73
1542.6999999999703;-33.64
1542.7199999999702;-33.55
1542.7399999999702;-33.5
1542.7599999999702;-33.48
1542.7799999999702;-33.46
1542.7999999999702;-33.42
1542.8199999999702;-33.4
1542.8399999999701;-33.4
1542.8599999999701;-33.42
1542.87999999997;-33.44
1542.89999999997;-33.43
1542.91999999997;-33.42
1542.93999999997;-33.49
1542.95999999997;-33.55
1542.97999999997;-33.6
1542.99999999997;-33.66
1543.01999999997;-33.72
1543.03999999997;-33.81
1543.05999999997;-33.91
1543.07999999997;-33.98
1543.09999999997;-34.05
1543.1199999999699;-34.13
1543.1399999999699;-34.31
1543.1599999999698;-34.48
1543.1799999999698;-34.6
1543.1999999999698;-34.75
1543.2199999999698;-34.92
1543.2399999999698;-35.09
1543.2599999999698;-35.25
1543.2799999999697;-35.45
1543.2999999999697;-35.67
1543.3199999999697;-35.88
1543.3399999999697;-36.18
1543.3599999999697;-36.55
1543.3799999999696;-36.98
1543.3999999999696;-37.42
1543.4199999999696;-37.87
1543.4399999999696;-38.32
1543.4599999999696;-38.81
1543.4799999999696;-39.52
1543.4999999999695;-40.29
1543.5199999999695;-41.13
1543.5399999999695;-42.03
1543.5599999999695;-43.03
1543.5799999999695;-44.13
1543.5999999999694;-45.13
1543.6199999999694;-46.32
1543.6399999999694;-47.34
1543.6599999999694;-47.91
1543.6799999999694;-47.73
1543.6999999999694;-47.36
1543.7199999999693;-46.19
1543.7399999999693;-44.96
1543.7599999999693;-43.71
1543.7799999999693;-42.7
1543.7999999999693;-41.88
1543.8199999999692;-41.22
1543.8399999999692;-40.54
1543.8599999999692;-39.65
1543.8799999999692;-38.98
1543.8999999999692;-38.52
1543.9199999999691;-38.15
1543.9399999999691;-37.73
1543.959999999969;-37.23
1543.979999999969;-36.77
1543.999999999969;-36.36
1544.019999999969;-36.12
1544.039999999969;-35.92
1544.059999999969;-35.73
1544.079999999969;-35.54
1544.099999999969;-35.36
1544.119999999969;-35.2
1544.139999999969;-35.06
1544.159999999969;-34.95
1544.179999999969;-34.84
1544.199999999969;-34.74
1544.2199999999689;-34.65
1544.2399999999689;-34.57
1544.2599999999688;-34.49
1544.2799999999688;-34.41
1544.2999999999688;-34.37
1544.3199999999688;-34.32
1544.3399999999688;-34.25
1544.3599999999687;-34.22
1544.3799999999687;-34.21
1544.3999999999687;-34.21
1544.4199999999687;-34.19
1544.4399999999687;-34.17
1544.4599999999687;-34.21
1544.4799999999686;-34.27
1544.4999999999686;-34.32
1544.5199999999686;-34.36
1544.5399999999686;-34.37
1544.5599999999686;-34.42
1544.5799999999685;-34.51
1544.5999999999685;-34.59
1544.6199999999685;-34.67
1544.6399999999685;-34.75
1544.6599999999685;-34.84
1544.6799999999685;-34.92
1544.6999999999684;-35.03
1544.7199999999684;-35.13
1544.7399999999684;-35.27
1544.7599999999684;-35.38
1544.7799999999684;-35.46
1544.7999999999683;-35.65
1544.8199999999683;-35.86
1544.8399999999683;-36.05
1544.8599999999683;-36.28
1544.8799999999683;-36.56
1544.8999999999683;-36.99
1544.9199999999682;-37.46
1544.9399999999682;-37.9
1544.9599999999682;-38.35
1544.9799999999682;-38.78
1544.9999999999682;-39.25
1545.0199999999681;-39.73
1545.0399999999681;-40.56
1545.059999999968;-41.34
1545.079999999968;-41.98
1545.099999999968;-42.7
1545.119999999968;-43.5
1545.139999999968;-44.32
1545.159999999968;-45.44
1545.179999999968;-47.33
1545.199999999968;-47.89
1545.219999999968;-47.55
1545.239999999968;-46.69
1545.259999999968;-45.69
1545.279999999968;-44.95
1545.299999999968;-44.34
1545.3199999999679;-43.73
1545.3399999999679;-43.04
1545.3599999999678;-42.38
1545.3799999999678;-41.58
1545.3999999999678;-40.86
1545.4199999999678;-40.23
1545.4399999999678;-39.61
1545.4599999999677;-39.09
1545.4799999999677;-38.71
1545.4999999999677;-38.38
1545.5199999999677;-38.12
1545.5399999999677;-37.85
1545.5599999999677;-37.58
1545.5799999999676;-37.3
1545.5999999999676;-37.02
1545.6199999999676;-36.75
1545.6399999999676;-36.54
1545.6599999999676;-36.39
1545.6799999999675;-36.21
1545.6999999999675;-36.06
1545.7199999999675;-35.98
1545.7399999999675;-35.9
1545.7599999999675;-35.82
1545.7799999999675;-35.7
1545.7999999999674;-35.59
1545.8199999999674;-35.55
1545.8399999999674;-35.52
1545.8599999999674;-35.5
1545.8799999999674;-35.44
1545.8999999999673;-35.37
1545.9199999999673;-35.36
1545.9399999999673;-35.36
1545.9599999999673;-35.37
1545.9799999999673;-35.4
1545.9999999999673;-35.44
1546.0199999999672;-35.42
1546.0399999999672;-35.42
1546.0599999999672;-35.47
1546.0799999999672;-35.5
1546.0999999999672;-35.51
1546.1199999999671;-35.56
1546.1399999999671;-35.63
1546.159999999967;-35.71
1546.179999999967;-35.79
1546.199999999967;-35.88
1546.219999999967;-35.95
1546.239999999967;-36.03
1546.259999999967;-36.2
1546.279999999967;-36.37
1546.299999999967;-36.53
1546.319999999967;-36.75
1546.339999999967;-36.99
1546.359999999967;-37.3
1546.379999999967;-37.6
1546.399999999967;-37.87
1546.4199999999669;-38.15
1546.4399999999669;-38.44
1546.4599999999668;-38.71
1546.4799999999668;-39.0
1546.4999999999668;-39.42
1546.5199999999668;-40.0
1546.5399999999668;-40.72
1546.5599999999667;-41.09
1546.5799999999667;-41.37
1546.5999999999667;-41.64
1546.6199999999667;-41.99
1546.6399999999667;-42.46
1546.6599999999667;-42.77
1546.6799999999666;-42.99
1546.6999999999666;-43.08
1546.7199999999666;-43.03
1546.7399999999666;-42.86
1546.7599999999666;-42.68
1546.7799999999665;-42.39
1546.7999999999665;-41.93
1546.8199999999665;-41.47
1546.8399999999665;-41.11
1546.8599999999665;-40.79
1546.8799999999665;-40.56
1546.8999999999664;-40.12
1546.9199999999664;-39.59
1546.9399999999664;-39.29
1546.9599999999664;-39.01
1546.9799999999664;-38.77
1546.9999999999663;-38.52
1547.0199999999663;-38.26
1547.0399999999663;-38.02
1547.0599999999663;-37.8
1547.0799999999663;-37.74
1547.0999999999663;-37.6
1547.1199999999662;-37.37
1547.1399999999662;-37.22
1547.1599999999662;-37.13
1547.1799999999662;-37.01
1547.1999999999662;-36.9
1547.2199999999661;-36.78
1547.2399999999661;-36.66
1547.259999999966;-36.55
1547.279999999966;-36.54
1547.299999999966;-36.56
1547.319999999966;-36.49
1547.339999999966;-36.37
1547.359999999966;-36.24
1547.379999999966;-36.21
1547.399999999966;-36.23
1547.419999999966;-36.27
1547.439999999966;-36.29
1547.459999999966;-36.31
1547.479999999966;-36.39
1547.499999999966;-36.5
1547.5199999999659;-36.48
1547.5399999999659;-36.45
1547.5599999999658;-36.56
1547.5799999999658;-36.7
1547.5999999999658;-36.82
1547.6199999999658;-36.93
1547.6399999999658;-37.06
1547.6599999999657;-37.17
1547.6799999999657;-37.35
1547.6999999999657;-37.6
1547.7199999999657;-37.81
1547.7399999999657;-38.02
1547.7599999999657;-38.25
1547.7799999999656;-38.47
1547.7999999999656;-38.68
1547.8199999999656;-38.97
1547.8399999999656;-39.32
1547.8599999999656;-39.57
1547.8799999999655;-39.85
1547.8999999999655;-40.29
1547.9199999999655;-40.64
1547.9399999999655;-40.8
1547.9599999999655;-41.01
1547.9799999999655;-41.29
1547.9999999999654;-41.45
1548.0199999999654;-41.58
1548.0399999999654;-41.63
1548.0599999999654;-41.71
1548.0799999999654;-41.96
1548.0999999999653;-41.99
1548.1199999999653;-41.7
1548.1399999999653;-41.37
1548.1599999999653;-41.05
1548.1799999999653;-40.84
1548.1999999999653;-40.63
1548.2199999999652;-40.41
1548.2399999999652;-40.15
1548.2599999999652;-39.81
1548.2799999999652;-39.4
1548.2999999999652;-38.97
1548.3199999999651;-38.73
1548.3399999999651;-38.51
1548.359999999965;-38.24
1548.379999999965;-38.0
1548.399999999965;-37.77
1548.419999999965;-37.51
1548.439999999965;-37.24
1548.459999999965;-36.95
1548.479999999965;-36.66
1548.499999999965;-36.57
1548.519999999965;-36.45
1548.539999999965;-36.28
1548.559999999965;-36.16
1548.579999999965;-36.08
1548.599999999965;-36.07
1548.6199999999649;-36.05
1548.6399999999649;-35.98
1548.6599999999648;-35.93
1548.6799999999648;-35.92
1548.6999999999648;-35.89
1548.7199999999648;-35.81
1548.7399999999648;-35.77
1548.7599999999647;-35.75
1548.7799999999647;-35.78
1548.7999999999647;-35.79
1548.8199999999647;-35.85
1548.8399999999647;-35.87
1548.8599999999647;-35.86
1548.8799999999646;-35.91
1548.8999999999646;-35.99
1548.9199999999646;-36.04
1548.9399999999646;-36.1
1548.9599999999646;-36.2
1548.9799999999645;-36.3
1548.9999999999645;-36.4
1549.0199999999645;-36.58
1549.0399999999645;-36.81
1549.0599999999645;-36.95
1549.0799999999645;-37.12
1549.0999999999644;-37.41
1549.1199999999644;-37.66
1549.1399999999644;-37.93
1549.1599999999644;-38.25
1549.1799999999644;-38.57
1549.1999999999643;-38.9
1549.2199999999643;-39.24
1549.2399999999643;-39.73
1549.2599999999643;-40.3
1549.2799999999643;-40.83
1549.2999999999643;-41.43
1549.3199999999642;-42.07
1549.3399999999642;-42.72
1549.3599999999642;-43.4
1549.3799999999642;-43.91
1549.3999999999642;-44.59
1549.4199999999641;-45.62
1549.4399999999641;-45.91
1549.459999999964;-45.72
1549.479999999964;-45.38
1549.499999999964;-44.94
1549.519999999964;-44.54
1549.539999999964;-44.07
1549.559999999964;-43.4
1549.579999999964;-42.74
1549.599999999964;-42.07
1549.619999999964;-41.38
1549.639999999964;-40.66
1549.659999999964;-40.19
1549.679999999964;-39.83
1549.699999999964;-39.32
1549.7199999999639;-38.84
1549.7399999999639;-38.46
1549.7599999999638;-38.06
1549.7799999999638;-37.63
1549.7999999999638;-37.25
1549.8199999999638;-36.95
1549.8399999999638;-36.64
1549.8599999999637;-36.31
1549.8799999999637;-36.12
1549.8999999999637;-35.95
1549.9199999999637;-35.75
1549.9399999999637;-35.55
1549.9599999999637;-35.37
1549.9799999999636;-35.18
1549.9999999999636;-35.0
1550.0199999999636;-34.89
1550.0399999999636;-34.82
1550.0599999999636;-34.71
1550.0799999999635;-34.6
1550.0999999999635;-34.56
1550.1199999999635;-34.54
1550.1399999999635;-34.5
1550.1599999999635;-34.46
1550.1799999999635;-34.41
1550.1999999999634;-34.4
1550.2199999999634;-34.4
1550.2399999999634;-34.42
1550.2599999999634;-34.45
1550.2799999999634;-34.46
1550.2999999999633;-34.48
1550.3199999999633;-34.58
1550.3399999999633;-34.66
1550.3599999999633;-34.7
1550.3799999999633;-34.77
1550.3999999999633;-34.84
1550.4199999999632;-34.92
1550.4399999999632;-35.03
1550.4599999999632;-35.11
1550.4799999999632;-35.2
1550.4999999999632;-35.37
1550.5199999999631;-35.51
